"","cap.shape","cap.surface","cap.color","bruises.","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.","stalk.surface.below.","stalk.color.above.ri","stalk.color.below.ri","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat","classe","echantillon"
"1997","x","f","g","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","d","e","base"
"1998","k","y","p","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w","e","base"
"1999","f","s","w","t","f","f","c","b","p","t","b","s","s","w","w","p","w","o","p","h","v","u","p","base"
"2001","f","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","g","p","base"
"2002","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p","p","base"
"2003","f","f","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","y","d","e","base"
"2004","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","g","p","base"
"2007","f","f","g","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","d","e","base"
"2008","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","p","p","base"
"2009","x","y","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d","e","base"
"2010","f","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","g","p","base"
"2012","x","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","g","p","base"
"2013","f","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","g","e","base"
"2015","f","f","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d","e","base"
"2016","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","d","p","base"
"2017","f","y","n","t","n","f","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","w","e","base"
"2018","x","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p","p","base"
"2019","x","s","p","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","k","v","d","p","base"
"2024","x","y","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d","e","base"
"2025","k","s","b","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w","e","base"
"2026","x","s","b","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","u","p","base"
"2027","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","m","e","base"
"2028","x","f","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","g","e","base"
"2029","x","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p","p","base"
"2031","x","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p","p","base"
"2032","f","y","n","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p","e","base"
"2033","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","p","e","base"
"2034","x","f","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","y","d","e","base"
"2035","x","s","p","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","n","v","d","p","base"
"2037","x","y","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","d","e","base"
"2038","x","y","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d","p","base"
"2039","x","y","g","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","d","e","base"
"2041","x","s","g","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p","e","base"
"2043","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"2045","x","f","e","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d","e","base"
"2047","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p","p","base"
"2048","f","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","d","p","base"
"2049","x","f","g","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","k","s","d","p","base"
"2050","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","d","p","base"
"2051","k","y","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","l","p","base"
"2052","x","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"2054","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","g","e","base"
"2055","f","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","d","p","base"
"2057","k","y","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","d","p","base"
"2058","x","y","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","d","e","base"
"2059","f","f","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","g","e","base"
"2060","x","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","c","l","e","base"
"2061","f","s","e","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","d","p","base"
"2063","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","m","e","base"
"2065","x","y","e","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","d","p","base"
"2066","x","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"2067","x","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p","p","base"
"2069","x","f","w","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","n","v","d","p","base"
"2070","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","d","p","base"
"2071","f","y","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","d","p","base"
"2072","x","f","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","d","e","base"
"2074","x","y","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","d","e","base"
"2076","f","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","g","e","base"
"2080","f","y","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p","p","base"
"2082","x","s","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","g","e","base"
"2084","f","s","b","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w","e","base"
"2085","x","f","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","y","d","e","base"
"2086","x","f","p","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","n","v","d","p","base"
"2087","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","d","p","base"
"2088","x","f","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d","e","base"
"2089","x","y","n","f","n","f","c","n","w","e","?","k","y","w","n","p","w","o","e","w","v","d","p","base"
"2090","x","y","u","f","n","f","c","n","h","e","?","s","f","w","w","p","w","o","f","h","v","d","e","base"
"2091","x","s","w","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","g","e","base"
"2092","x","s","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","g","e","base"
"2093","x","f","w","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","g","e","base"
"2094","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p","p","base"
"2096","x","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p","p","base"
"2097","b","s","p","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","r","v","g","p","base"
"2098","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","g","e","base"
"2099","f","s","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","d","p","base"
"2100","f","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","u","e","base"
"2101","k","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","o","o","p","b","v","l","e","base"
"2107","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p","p","base"
"2108","x","s","g","f","n","f","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","g","e","base"
"2109","x","y","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p","p","base"
"2111","x","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d","p","base"
"2114","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","g","p","base"
"2115","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","d","p","base"
"2118","x","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","g","p","base"
"2120","x","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","l","p","base"
"2121","f","f","n","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","d","e","base"
"2122","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","p","e","base"
"2123","x","y","u","f","n","f","c","n","w","e","?","s","f","w","w","p","w","o","f","h","v","d","e","base"
"2126","x","s","w","f","n","f","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","g","e","base"
"2127","f","f","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","d","e","base"
"2128","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","d","p","base"
"2129","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g","e","base"
"2130","f","y","e","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","d","e","base"
"2132","f","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","d","p","base"
"2133","f","f","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d","e","base"
"2135","f","f","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p","p","base"
"2136","x","s","b","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w","e","base"
"2138","f","y","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","d","e","base"
"2140","x","s","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","g","e","base"
"2141","f","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","d","p","base"
"2142","k","y","e","t","n","f","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","w","e","base"
"2143","f","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","d","p","base"
"2144","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","g","p","base"
"2145","x","f","g","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","n","v","u","e","base"
"2147","k","f","w","f","n","f","w","b","w","e","?","k","s","w","w","p","w","t","p","w","n","g","e","base"
"2148","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"2149","k","s","n","f","n","a","c","b","n","e","?","s","s","o","o","p","n","o","p","n","c","l","e","base"
"2150","x","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","d","p","base"
"2152","x","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p","p","base"
"2154","f","y","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","d","p","base"
"2155","x","y","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","d","e","base"
"2156","k","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p","p","base"
"2158","x","y","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","d","e","base"
"2161","f","y","n","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l","p","base"
"2162","x","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p","p","base"
"2163","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g","e","base"
"2165","x","y","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p","p","base"
"2166","k","y","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","l","p","base"
"2167","k","y","e","t","n","f","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","w","e","base"
"2168","x","f","g","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d","e","base"
"2170","x","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","b","v","l","e","base"
"2171","k","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p","p","base"
"2172","x","f","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","v","d","e","base"
"2174","x","s","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","n","s","d","p","base"
"2175","f","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","l","p","base"
"2176","x","y","g","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","d","e","base"
"2177","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p","p","base"
"2180","f","s","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","g","e","base"
"2181","f","f","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","g","e","base"
"2182","b","s","b","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m","p","base"
"2183","f","f","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g","e","base"
"2184","f","y","e","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","d","e","base"
"2185","k","y","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p","p","base"
"2186","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","p","e","base"
"2187","x","y","e","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","d","e","base"
"2188","k","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p","p","base"
"2192","b","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g","e","base"
"2193","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","g","p","base"
"2194","k","y","p","t","n","f","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","w","e","base"
"2196","f","f","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","g","e","base"
"2197","f","f","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","g","e","base"
"2198","k","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","d","p","base"
"2200","x","y","g","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","d","e","base"
"2201","x","y","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","l","p","base"
"2202","x","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","d","p","base"
"2204","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","u","p","base"
"2205","k","y","p","t","n","f","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","w","e","base"
"2206","x","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g","e","base"
"2208","f","s","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l","p","base"
"2209","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","p","e","base"
"2210","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","g","p","base"
"2211","x","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p","p","base"
"2212","f","y","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p","p","base"
"2213","f","s","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","l","p","base"
"2215","x","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","g","e","base"
"2216","f","y","e","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","d","e","base"
"2218","x","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","g","p","base"
"2219","f","y","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","d","e","base"
"2220","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","d","p","base"
"2221","x","s","w","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d","p","base"
